"id","label","description","icon_found","icon_match","icon_filename","icon_path"
"revolvermold","Revolver Mold","A mold used for casting the components of a revolver firearm.","True","item-id","revolvermold.png","assets/items/revolvermold.png"
"provision_jewelry_amethyst_necklace","Richelieu Amethyst Necklace","A delicate necklace featuring a duo of purple amethyst and silver pearl.","False","none",,
"ammorifleexplosive","Rifle Ammo Explosive","Ammunition for a rifle with explosive properties, causing significant damage upon impact.","True","item-id","ammorifleexplosive.png","assets/items/ammorifleexplosive.png"
"ammorifleexpress","Rifle Ammo Express","High-velocity ammunition specifically designed for rifles, providing increased range and damage.","True","item-id","ammorifleexpress.png","assets/items/ammorifleexpress.png"
"ammoriflenormal","Rifle Ammo Normal","Standard ammunition used with rifles for self-defense and combat.","True","item-id","ammoriflenormal.png","assets/items/ammoriflenormal.png"
"ammoriflesplitpoint","Rifle Ammo Splitpoint","Ammunition with a split point tip, designed to cause more damage and improve accuracy when used with rifles.","True","item-id","ammoriflesplitpoint.png","assets/items/ammoriflesplitpoint.png"
"ammoriflevelocity","Rifle Ammo Velocity","Ammunition designed to enhance the velocity and accuracy of rifle shots.","True","item-id","ammoriflevelocity.png","assets/items/ammoriflevelocity.png"
"riflebarrel","Rifle Barrel","A replacement barrel for a rifle firearm, used for improving accuracy and performance.","False","none",,
"riflemold","Rifle Mold","A mold used for casting the components of a rifle firearm.","True","item-id","riflemold.png","assets/items/riflemold.png"
"riflereceiver","Rifle Receiver","A replacement receiver for a rifle firearm, which houses the firing mechanism.","True","item-id","riflereceiver.png","assets/items/riflereceiver.png"
"riflerecmold","Rifle Receiver Mold","A mold used for casting the receiver of a rifle firearm.","True","item-id","riflerecmold.png","assets/items/riflerecmold.png"
"riflestock","Rifle Stock","A replacement stock for a rifle firearm, providing stability and control.","True","item-id","riflestock.png","assets/items/riflestock.png"
"roach","Roach","A small insect commonly found in households and other environments.","True","item-id","roach.png","assets/items/roach.png"
"robberyplanning","Robbery Planning Set","A set of tools and materials used for planning a robbery or heist.","False","none",,
"robin_c","Robin","A small songbird known for its red breast and melodious voice.","True","item-id","robin_c.png","assets/items/robin_c.png"
"rock","Rock","A solid mineral material that forms the Earths crust, commonly found in various shapes and sizes.","True","item-id","rock.png","assets/items/rock.png"
"rollingpaper","Rolling paper","A thin, lightweight paper used for rolling cigarettes or other smoking materials.","True","item-id","rollingpaper.png","assets/items/rollingpaper.png"
"cockc","Rooster claws","Claws from a rooster.","False","none",,
"cockf","Rooster feather","Feathers from a rooster.","False","none",,
"rspoonb","Roseta Spoonbill beak","The long, slender beak of a Roseta Spoonbill bird, known for its distinctive shape and color.","True","item-id","rspoonb.png","assets/items/rspoonb.png"
"rspoonf","Roseta Spoonbill feather","A feather from a Roseta Spoonbill bird, often used in crafts and decorative items.","True","item-id","rspoonf.png","assets/items/rspoonf.png"
"provision_hrlm_brush_rosewood","Rosewood Hairbrush","A hand carved rosewood brush.","False","none",,
"provision_jewelry_gld_pearl_necklace","Rou Pearl Necklace","A necklace made of fine rose gold featuring a single pearl from the Orient.","False","none",,
"provision_arrowhead_rough","Rough Arrowhead","A stone arrowhead, badly weathered over time.","False","none",,
"round_table","Round Table","A table with a round top surface, typically used for dining or meetings.","False","none",,
"roundtable","Round Table","A circular table with a flat top surface, often used for dining or discussions.","False","none",,
"provision_jewelry_qn_dmnd_earring","Royal Victoria Diamond Earrings","A series of small diamonds claw set in a floral cluster on a white gold band.","False","none",,
"rubber","Rubber","A flexible, elastic material derived from the sap of certain plants or synthesized chemically.","True","item-id","rubber.png","assets/items/rubber.png"
"rubbertube","Rubber Tube","A cylindrical tube made of rubber, commonly used for various applications such as plumbing or medical procedures.","True","item-id","rubbertube.png","assets/items/rubbertube.png"
"provision_jewelry_whtgld_dmnd_ring","Sackville Diamond Ring","A series of small diamonds claw set in a floral cluster on a white gold band.","False","none",,
"salmon","Salmon","Fresh salmon","True","item-id","salmon.png","assets/items/salmon.png"
"consumable_salmon_can","Salmon Can","Canned salmon.","True","item-id","consumable_salmon_can.png","assets/items/consumable_salmon_can.png"
"salt","Salt","Common salt","True","item-id","salt.png","assets/items/salt.png"
"Saltbush","Saltbush","Saltbush plant","True","item-id","Saltbush.png","assets/items/Saltbush.png"
"Saltbush_Seed","Saltbush Seed","Seed of Saltbush plant","True","item-id","Saltbush_Seed.png","assets/items/Saltbush_Seed.png"
"sandbag","Sandbag","A bag of sand. often used in construction.","False","none",,
"sandpaper","Sandpaper","A sheet of sandpaper used for smoothing wood.","True","item-id","sandpaper.png","assets/items/sandpaper.png"
"sap","Sap","Sticky sap","True","item-id","sap.png","assets/items/sap.png"
"sarsaparilla","Sarsaparilla","Medicinal sarsaparilla","True","item-id","sarsaparilla.png","assets/items/sarsaparilla.png"
"scale","Scale","Measuring scale","True","item-id","scale.png","assets/items/scale.png"
"songbird2_c","Scarlet songbird","A beautiful scarlet songbird","False","none",,
"scentg","Scent glad","Scented glad","True","item-id","scentg.png","assets/items/scentg.png"
"collector_fossil_sea_lily","Sea Lily Fossil","An uncommon fossilized crinoid, a marine animal millions of years old.","False","none",,
"collector_fossil_sea_scorpion","Sea Scorpion Fossil","An uncommon eurypterid fossil in good condition.","False","none",,
"seagullb","Seagull beak","Beak of a seagull","True","item-id","seagullb.png","assets/items/seagullb.png"
"seagullf","Seagull feather","Feather from a seagull","True","item-id","seagullf.png","assets/items/seagullf.png"
"SaltedCookedBigGameMeat","Seasoned Big Game","nice item","False","none",,
"cookedpork","Seasoned Pork","nice item","True","item-id","cookedpork.png","assets/items/cookedpork.png"
"secondchance","Second Chance","Opportunity for a second chance","True","item-id","secondchance.png","assets/items/secondchance.png"
"collector_fossil_tooth_serrated","Serrated Tooth Fossil","A rare and jagged fossilized tooth, once belonging to an Allosaurus.","False","none",,
"trayoffood","Serving Table","A table used for serving food.","False","none",,
"sheephead","Sheep head","Head of a sheep","True","item-id","sheephead.png","assets/items/sheephead.png"
"shellcasing","Shell Casing","Empty shell casing","True","item-id","shellcasing.png","assets/items/shellcasing.png"
"shootingtarget","Shooting Target","Target for shooting practice","False","none",,
"ammoshotgunexplosive","Shotgun Ammo Explosive","Ammunition for a shotgun with explosive properties, causing significant damage upon impact.","True","item-id","ammoshotgunexplosive.png","assets/items/ammoshotgunexplosive.png"
"ammoshotgunincendiary","Shotgun Ammo Incendiary","Ammunition designed to ignite targets, causing them to burst into flames.","True","item-id","ammoshotgunincendiary.png","assets/items/ammoshotgunincendiary.png"
"ammoshotgunnormal","Shotgun Ammo Normal","Standard ammunition used with shotguns for self-defense and combat.","True","item-id","ammoshotgunnormal.png","assets/items/ammoshotgunnormal.png"
"ammoshotgunslug","Shotgun Ammo Slug","Ammunition with a single solid projectile, offering increased accuracy and range for shotguns.","True","item-id","ammo_shotgun_slug.png","assets/items/ammo_shotgun_slug.png"
"shotgunbarrel","Shotgun Barrel","Barrel for a shotgun","False","none",,
"shotgunmold","Shotgun Mold","Mold for a shotgun","True","item-id","shotgunmold.png","assets/items/shotgunmold.png"
"shotgunstock","Shotgun Stock","Stock for a shotgun","True","item-id","shotgunstock.png","assets/items/shotgunstock.png"
"shrimps","Shrimp Stew","Delicious shrimp stew","True","item-id","shrimps.png","assets/items/shrimps.png"
"provision_disco_shrunken_head","Shrunken Head","A shurken head. possibly used in vodoo.","False","none",,
"side_table","side table 1","A stylish side table","False","none",,
"sidetable","side table 1","Functional side table","False","none",,
"side_tablea","side table 2","An elegant side table","False","none",,
"sidetablea","side table 2","Stylish side table","False","none",,
"side_tableb","side table 3","A modern side table","False","none",,
"sidetableb","side table 3","A beautiful side table","False","none",,
"provision_bracelet_silver","Silver Bracelet","A silver bracelet.","False","none",,
"provision_buckle_silver","Silver Buckle","A silver belt buckle.","False","none",,
"provision_earring_silver","Silver Earring","A silver earring.","False","none",,
"provision_jewelry_slvr_pearl_necklace","Silver Pearl Necklace","A necklace made of fine silver and pearls.","False","none",,
"tent3","Simple Tent","A basic tent for camping.","False","none",,
"singlebed","single bed","A comfortable single bed","False","none",,
"skullpost","Skull Post","A decorative skull post","False","none",,
"provision_arrowhead_slate","Slate Arrowhead","A carefully made, well-preserved slate arrowhead.","False","none",,
"a_c_fishbluegil_01_sm","Small Bluegil","A small Bluegil fish.","True","item-id","a_c_fishbluegil_01_sm.png","assets/items/a_c_fishbluegil_01_sm.png"
"a_c_fishbullheadcat_01_sm","Small Bullhead","A small Bullhead fish.","True","item-id","a_c_fishbullheadcat_01_sm.png","assets/items/a_c_fishbullheadcat_01_sm.png"
"butchertable1","Small Butcher Table","A small table used for butchering animals.","False","none",,
"smallchest","Small Chest","A small storage chest","False","none",,
"Small_Leather","Small Leather","A small piece of leather","True","item-id","Small_Leather.png","assets/items/Small_Leather.png"
"smallmcandle","Small Melted Candle","A small melted candle","False","none",,
"a_c_fishperch_01_sm","Small Perch","A small Perch fish.","True","item-id","a_c_fishperch_01_sm.png","assets/items/a_c_fishperch_01_sm.png"
"a_c_fishchainpickerel_01_sm","Small Pickerel","A small Pickerel fish.","True","item-id","a_c_fishchainpickerel_01_sm.png","assets/items/a_c_fishchainpickerel_01_sm.png"
"a_c_fishredfinpickerel_01_sm","Small Redfin Pickerel","A small Redfin Pickerel fish.","True","item-id","a_c_fishredfinpickerel_01_sm.png","assets/items/a_c_fishredfinpickerel_01_sm.png"
"a_c_fishrockbass_01_sm","Small Rockbass","A small Rockbass fish.","True","item-id","a_c_fishrockbass_01_sm.png","assets/items/a_c_fishrockbass_01_sm.png"
"a_c_fishsmallmouthbass_01_ms","Smallmouth Bass","A small and tasty bass fish.","True","item-id","a_c_fishsmallmouthbass_01_ms.png","assets/items/a_c_fishsmallmouthbass_01_ms.png"
"Snake_Poison","Snake Poison","Poison extracted from a snake","True","item-id","Snake_Poison.png","assets/items/Snake_Poison.png"
"SnakeSkin","Snake Skin","A snake skin","True","item-id","SnakeSkin.png","assets/items/SnakeSkin.png"
"snaket","Snake tooth","A tooth from a snake","True","item-id","snaket.png","assets/items/snaket.png"
"egretb","Snowy Egret beak","The beak of a Snowy Egret, commonly used for crafting and trading.","True","item-id","egretb.png","assets/items/egretb.png"
"egretf","Snowy Egret feather","A feather obtained from a Snowy Egret, often used for decorative purposes and in crafting.","True","item-id","egretf.png","assets/items/egretf.png"
"soborno","Soborno Alcohol","A bottle of Soborno alcohol","True","item-id","soborno.png","assets/items/soborno.png"
"a_c_fishsalmonsockeye_01_ms","Sockeye Salmon","A Sockeye Salmon fish.","True","item-id","a_c_fishsalmonsockeye_01_ms.png","assets/items/a_c_fishsalmonsockeye_01_ms.png"
"wood","Soft Wood","A type of wood that is soft and easy to work with.","True","item-id","wood.png","assets/items/wood.png"
"songbird_c","Songbird","A lovely songbird","False","none",,
"sparrow1_c","Sparrow","A sparrow","False","none",,
"provision_ro_flower_sparrows","Sparrows Orchid","The Sparrows Orchid usually has 3 to 7 oval or lance-shaped leaves arranged alternately on the stem.","False","none",,
"provision_ro_flower_spider","Spider Orchid","The Spider Orchid is Characterised by five long spreading petals and sepals around a broad down-curled lip.","False","none",,
"p_lgoc_spinner_v4","Spinner V4","A high-speed spinner lure, perfect for attracting aggressive, fast-moving fish.","True","item-id","p_lgoc_spinner_v4.png","assets/items/p_lgoc_spinner_v4.png"
"p_lgoc_spinner_v6","Spinner V6","An advanced spinner lure with enhanced spinning action, ideal for large, deep-water fish.","True","item-id","p_lgoc_spinner_v6.png","assets/items/p_lgoc_spinner_v6.png"
"provision_arrowhead_splintered","Splintered Arrowhead","A partially damaged, jagged arrowhead made of chert.","False","none",,
"consumable_spongecake","Sponge Cake","A soft and delicious spong cake.","True","item-id","consumable_spongecake.png","assets/items/consumable_spongecake.png"
"spool","Spool","A empty spool. often used to wrap wire around.","True","item-id","spool.png","assets/items/spool.png"
"standingtorch","Standing Torch","A standing torch to provide light.","False","none",,
"steak","Steak","A delicious steak for a hearty meal.","True","item-id","steak.png","assets/items/steak.png"
"consumable_steakpie","Steak Pie","A delicious pie made with beef.","True","item-id","consumable_steakpie.png","assets/items/consumable_steakpie.png"
"steakveg","Steak with Veggies","A balanced meal with steak and vegetables.","True","item-id","steakveg.png","assets/items/steakveg.png"
"provision_jewelry_elk_tooth_earring","Sterling Tooth Earrings","A striking pair of elk teeth set into silver.","False","none",,
"stillkit","Still Kit","A kit for setting up a still to make distilled spirits.","False","none",,
"stolenmerch","Stolen Items","Various stolen items of questionable origin.","False","none",,
"stonehammer","Stone Hammer","A durable hammer made of stone.","True","item-id","stonehammer.png","assets/items/stonehammer.png"
"string","String","A bundle of string with many uses.","True","item-id","string.png","assets/items/string.png"
"stringy","Stringy Meat","Tough and chewy meat that requires thorough cooking.","True","item-id","stringy.png","assets/items/stringy.png"
"mashstrong","Strong Mash Batch","A powerful and highly concentrated mash batch for advanced recipes","True","item-id","mashstrong.png","assets/items/mashstrong.png"
"sugar","Sugar","A sweet and granulated substance used for sweetening.","True","item-id","sugar.png","assets/items/sugar.png"
"sugarcube","Sugar Cube","A compact form of sugar for easy use.","True","item-id","sugarcube.png","assets/items/sugarcube.png"
"sugarcaneseed","Sugarcane Seed","Seeds for growing sugarcane.","True","item-id","sugarcaneseed.png","assets/items/sugarcaneseed.png"
"sulfur","Sulfur","A yellow chemical element often used in manufacturing.","True","item-id","sulfur.png","assets/items/sulfur.png"
"syn","Syn","A synthetic substance used for various purposes.","True","item-id","syn.png","assets/items/syn.png"
"synpackage","Syn Package","A package containing synthetic substances.","True","item-id","synpackage.png","assets/items/synpackage.png"
"fertilizersyn","Synful Fertilizer","A potent and forbidden fertilizer concocted from mystical ingredients, known to produce extraordinary growth in plants.","True","item-id","fertilizersyn.png","assets/items/fertilizersyn.png"
"syringe","Syringe","A medical instrument used for injecting fluids.","True","item-id","syringe.png","assets/items/syringe.png"
"syringe_2","Syringe","A medical instrument used for injecting fluids.","True","item-id","syringe_2.png","assets/items/syringe_2.png"
"syringecert","Syringe Cert","A certification for the proper use of syringes.","True","item-id","syringecert.png","assets/items/syringecert.png"
"normaltable","Table","A standard table for dining or work purposes","False","none",,
"standard_table","Table","A standard table for various uses.","False","none",,
"mexitillastaco","Taco","A delicous taco.","True","item-id","mexitillastaco.png","assets/items/mexitillastaco.png"
"collector_fossil_tail_spike","Tail Spike Fossil","A rare fossilized tail spike, thought to have belonged to a Stegosaurus.","False","none",,
"teabag","Teabag","A teabag for making that perfect cup.","True","item-id","teabag.png","assets/items/teabag.png"
"tealeaf","Tealeaf","Used to make tea or teabags.","True","item-id","tealeaf.png","assets/items/tealeaf.png"
"tent","Tent","A portable shelter for camping or temporary use.","True","item-id","tent.png","assets/items/tent.png"
"tequila","Tequila","A bottle of tequila.","True","item-id","tequila.png","assets/items/tequila.png"
"Texas_Bonnet","Texas Bonnet","A traditional Texas bonnet.","True","item-id","Texas_Bonnet.png","assets/items/Texas_Bonnet.png"
"Texas_Bonnet_Seed","Texas Bonnet Seed","Seeds to grow Texas Bonnet flowers.","True","item-id","Texas_Bonnet_Seed.png","assets/items/Texas_Bonnet_Seed.png"
"provision_jewelry_pers_turq_ring","Thorburn Turquoise Ring","A delicately crafted rose gold ring with turquoise beads.","False","none",,
"cinematicket","Ticket","A ticket for a movie or event.","False","none",,
"timber","Timber","A sturdy chunck of timber.","True","item-id","timber.png","assets/items/timber.png"
"timber_table","Timber Table","A table made of timber.","False","none",,
"timbertable","Timber Table","A sturdy table made of timber.","False","none",,
"toad_c","Toad","A common toad.","False","none",,
"collector_fossil_toe_claw","Toe Sickle Claw Fossil","A rare fossilized claw. Still sharp, it belonged to a genus of Dromaeosauridae.","False","none",,
"ammotomahawk","Tomahawk Ammo","Ammo used for Tomahawk throwing weapons","True","item-id","ammo_tomahawk.png","assets/items/ammo_tomahawk.png"
"tool_barrel","Tool Barrel","A barrel used for storing tools.","False","none",,
"toolbarrel","Tool Barrel","A barrel for storing tools.","False","none",,
"provision_hrlm_comb_tortoiseshell","Tortoiseshell Comb","A beautiful tortoiseshell comb.","False","none",,
"tent2","Trader Tent","A tent specifically designed for trading purposes.","False","none",,
"trainkey","Train Key","A key to unlock a train.","True","item-id","trainkey.png","assets/items/trainkey.png"
"trout","Trout","A fish of the trout family.","True","item-id","trout.png","assets/items/trout.png"
"provision_jewelry_blck_pearl_necklace","Tuamotu Pearl Necklace","A silk strung necklace of magnificent black Tahitian pearls.","False","none",,
"collector_fossil_tully_monster","Tully Monster Fossil","An uncommon Tullimonstrum fossil, nicely preserved.","False","none",,
"turkeyb","Turkey beak","The beak of a turkey.","True","item-id","turkeyb.png","assets/items/turkeyb.png"
"turkeyf","Turkey feather","A feather from a turkey.","True","item-id","turkeyf.png","assets/items/turkeyf.png"
"TurtleShell","Turtle Shell","The shell of a turtle.","True","item-id","turtleshell.png","assets/items/turtleshell.png"
"turtlet","Turtle tooth","A tooth extracted from a turtle.","True","item-id","turtlet.png","assets/items/turtlet.png"
"tylenol","Tylenol","A medication called Tylenol.","True","item-id","tylenol.png","assets/items/tylenol.png"
"collector_fossil_tooth_mega","Upper Tooth Fossil","A rare fossilized tooth from a Megalodon.","False","none",,
"provision_disco_urn","Urn","A simple urn often used to hold things.","False","none",,
"vanillacake","Vanilla Cake","A tasty vanilla flavored cake.","True","item-id","vanillacake.png","assets/items/vanillacake.png"
"consumable_herb_vanilla_flower","Vanilla Flower","A delicate vanilla flower.","True","item-id","consumable_herb_vanilla_flower.png","assets/items/consumable_herb_vanilla_flower.png"
"vanillaFlower","Vanille Flower","A flower known as Vanille.","True","item-id","vanillaFlower.png","assets/items/vanillaFlower.png"
"ammovarmint","Varmint Ammo","Ammo used for Varmint rifles","True","item-id","ammovarmint.png","assets/items/ammovarmint.png"
"ammovarminttranq","Varmint Tranquilizer Ammo","Ammo used for tranquilizing animals with Varmint rifles","True","item-id","ammovarminttranq.png","assets/items/ammovarminttranq.png"
"varnish","Varnish","A typical wood finish made from oils and resins.","True","item-id","varnish.png","assets/items/varnish.png"
"venison","Venison","Lean meat obtained from deer.","True","item-id","venison.png","assets/items/venison.png"
"provision_disco_viking_comb","Viking Comb","A old viking comb.","False","none",,
"Violet_Snowdrop","Violet Snowdrop","A delicate flower called Violet Snowdrop.","True","item-id","Violet_Snowdrop.png","assets/items/Violet_Snowdrop.png"
"Violet_Snowdrop_Seed","Violet Snowdrop Seed","Seeds to grow Violet Snowdrop flowers.","True","item-id","Violet_Snowdrop_Seed.png","assets/items/Violet_Snowdrop_Seed.png"
"vodka","Vodka","A strong alcoholic beverage known as Vodka.","True","item-id","vodka.png","assets/items/vodka.png"
"ammovoldynamite","Volatile Dynamite Ammo","Ammo used for crafting Volatile Dynamite","True","item-id","ammovoldynamite.png","assets/items/ammovoldynamite.png"
"ammovolmolotov","Volatile Molotov Ammo","Ammo used for crafting Volatile Molotovs","True","item-id","ammovolmolotov.png","assets/items/ammovolmolotov.png"
"Volture_Egg","Volture Egg","An egg laid by a Volture bird.","True","item-id","Volture_Egg.png","assets/items/Volture_Egg.png"
"vulture_taxidermy","Vulture Taxidermy","A preserved vulture bird for display.","False","none",,
"vulturetaxi","Vulture Taxidermy","A taxidermy of a vulture bird.","False","none",,
"washtub","Wash Tub","A tub used for washing clothes or other items.","False","none",,
"water","Water","Clean drinking water.","True","item-id","water.png","assets/items/water.png"
"waterbarrel","Water Barrel","A large barrel used for storing water.","False","none",,
"wateringcan","Water Jug","A jug-shaped container used for watering plants.","True","item-id","wateringcan.png","assets/items/wateringcan.png"
"water_pump","Water Pump","A pump designed to move water.","False","none",,
"waterpump","Water Pump","A device used for pumping water.","False","none",,
"wsnakeskin","Watersnake pelt","The skin of a watersnake.","True","item-id","wsnakeskin.png","assets/items/wsnakeskin.png"
"wedding_ring","Wedding Ring","A beautiful wedding ring.","False","none",,
"wedding_chain_ring","Wedding Ring on chain","A wedding ring on chain. usally worn this way so they dont get lost.","False","none",,
"wsnakes","Western rattlesnake pelt","The skin of a western rattlesnake.","False","none",,
"wheat","Wheat","Often ground up into flour to used in cooking and baking","True","item-id","wheat.png","assets/items/wheat.png"
"wheatseed","Wheat Seed","When planted will grow into wheat.","True","item-id","wheatseed.png","assets/items/wheatseed.png"
"whisky","Whisky","An alcoholic beverage known as whisky.","True","item-id","whisky.png","assets/items/whisky.png"
"wicker","Wicker","A natural material made from woven branches or reeds","True","item-id","wicker.png","assets/items/wicker.png"
"wicker_bench","Wicker Bench","A bench constructed with wicker material.","False","none",,
"wickerbench","Wicker Bench","A bench made from wicker material.","False","none",,
"Wild_Carrot","Wild Carrot","A type of carrot that grows in the wild.","True","item-id","Wild_Carrot.png","assets/items/Wild_Carrot.png"
"Wild_Carrot_Seed","Wild Carrot Seed","Seeds to cultivate wild carrots.","True","item-id","Wild_Carrot_Seed.png","assets/items/Wild_Carrot_Seed.png"
"Wild_Feverfew","Wild Feverfew","A wild plant known as Feverfew.","True","item-id","Wild_Feverfew.png","assets/items/Wild_Feverfew.png"
"Wild_Feverfew_Seed","Wild Feverfew Seed","Seeds to grow Feverfew plants.","True","item-id","Wild_Feverfew_Seed.png","assets/items/Wild_Feverfew_Seed.png"
"Wild_Mint","Wild Mint","A type of mint that grows in the wild.","True","item-id","Wild_Mint.png","assets/items/Wild_Mint.png"
"Wild_Mint_Seed","Wild Mint Seed","Seeds to cultivate wild mint.","True","item-id","Wild_Mint_Seed.png","assets/items/Wild_Mint_Seed.png"
"Wild_Rhubarb","Wild Rhubarb","A rhubarb plant that grows in the wild.","True","item-id","Wild_Rhubarb.png","assets/items/Wild_Rhubarb.png"
"Wild_Rhubarb_Seed","Wild Rhubarb Seed","Seeds to grow wild rhubarb.","True","item-id","Wild_Rhubarb_Seed.png","assets/items/Wild_Rhubarb_Seed.png"
"wine","Wine","An alcoholic beverage made from fermented grapes.","True","item-id","wine.png","assets/items/wine.png"
"consumable_herb_wintergreen_berry","Wintergreen Berry","Tart and refreshing Wintergreen Berries.","True","item-id","consumable_herb_wintergreen_berry.png","assets/items/consumable_herb_wintergreen_berry.png"
"Wintergreen_Berry","Wintergreen Berry","Berries from the wintergreen plant.","True","item-id","Wintergreen_Berry.png","assets/items/Wintergreen_Berry.png"
"Wintergreen_Berry_Seed","Wintergreen Berry Seed","Seeds to cultivate wintergreen berries.","True","item-id","Wintergreen_Berry_Seed.png","assets/items/Wintergreen_Berry_Seed.png"
"Wisteria","Wisteria","A flowering plant called Wisteria.","True","item-id","Wisteria.png","assets/items/Wisteria.png"
"Wisteria_Seed","Wisteria Seed","Seeds to grow Wisteria plants.","True","item-id","Wisteria_Seed.png","assets/items/Wisteria_Seed.png"
"wojape","Wojape","A traditional Native American sauce made from berries.","True","item-id","wojape.png","assets/items/wojape.png"
"wolfheart","Wolf heart","The heart of a wolf.","True","item-id","wolfheart.png","assets/items/wolfheart.png"
"wolfpelt","Wolf skin","The skin of a wolf.","True","item-id","wolfpelt.png","assets/items/wolfpelt.png"
"wolftooth","Wolf tooth","A tooth extracted from a wolf.","True","item-id","wolftooth.png","assets/items/wolftooth.png"
"wood_chair","Wood Chair","A chair made from wood material.","False","none",,
"woodchair","Wood Chair","A chair made from wood material.","False","none",,
"wood_plane","Wood Plane","A wood plane used for shaping wood.","True","item-id","wood_plane.png","assets/items/wood_plane.png"
"woodbench","Wooden Bench","A bench made from wood material.","False","none",,
"wooden_bench","Wooden Bench","A bench constructed with wooden material.","False","none",,
"wooden_boards","Wooden Boards","Boards made from wood material.","True","item-id","wooden_boards.png","assets/items/wooden_boards.png"
"provision_calderon_cross","Wooden Cross","A simple wooden cross. Often used by preists and clergymen.","False","none",,
"provision_hrlm_hairpin_wooden","Wooden Hairpin","A hand carved wooden hairpin.","False","none",,
"woodpeck01_c","Woodpecker","The skin and feathers of a woodpecker.","False","none",,
"woodpeck02_c","Woodpecker 2","The skin and feathers of a woodpecker.","False","none",,
"woodsaw","Woodsaw","Used to cut wood.","True","item-id","woodsaw.png","assets/items/woodsaw.png"
"wool","Wool","Fiber obtained from the fleece of sheep.","True","item-id","wool.png","assets/items/wool.png"
"p_baitWorm01x","Worm Bait","A classic bait made from worms, ideal for catching a wide variety of fish species.","True","item-id","p_baitWorm01x.png","assets/items/p_baitWorm01x.png"
"wrench","Wrench","A wrech used to tighten bolts and other things.","True","item-id","wrench.png","assets/items/wrench.png"
"Yarrow","Yarrow","A flowering plant known as Yarrow.","True","item-id","Yarrow.png","assets/items/Yarrow.png"
"Yarrow_Seed","Yarrow Seed","Seeds to grow Yarrow plants.","True","item-id","Yarrow_Seed.png","assets/items/Yarrow_Seed.png"
"provision_jewelry_ylwgld_dmnd_ring","Yates Diamond Ring","An intricate gold band with one cushion cut diamond.","False","none",,
"collector_fossil_pet_wood_yellow_cat","Yellow Cat Petrified Wood Fossil","An uncommon lump of petrified wood featuring bright red and yellow colors.","False","none",,
